Ticker,ESG_Score,Predicted_Return,Actual_Return,Sharpe_30d,Volatility_30d,n_months
LNT,874.3604651162791,0.004302847,0.00973073875778932,0.9762045176924744,0.012624173167091097,86
LOW,789.8488372093024,0.008216488,0.015173822587609903,0.8046745350720413,0.017103717647310633,86
LRCX,811.9186046511628,0.021859698,0.03753297594513494,1.3012609020592523,0.028023000463550222,86
LULU,1116.0813953488373,0.015351118,0.006801528422256125,0.5980035648690148,0.024113537120421094,86
LUV,1064.5813953488373,0.024152983,0.001902809875006393,0.16103350815272888,0.02300893139475336,86
LVS,743.4302325581396,0.020240702,0.0065500859710469796,0.5031644961003955,0.0245144001413749,86
LYB,829.0116279069767,0.017872658,0.00931305794021967,0.03809885109607963,0.020796137707645684,86
LYV,745.6511627906976,0.016463822,0.017439672402072334,0.8380873180997773,0.022882164474551974,86
MA,856.9186046511628,0.007985188,0.012913914130718655,0.9292902688613899,0.016029334391916943,86
MAA,791.1046511627907,0.0060430137,0.00707695775141259,0.8346015113113886,0.014303898549397473,86
MAR,1068.3372093023256,0.014920864,0.018288632438551788,0.9707433725169405,0.01960575593600725,86
MAS,1161.3372093023256,0.015689641,0.012285817004837503,0.5271351006567467,0.017953492030499,86
MCD,927.4069767441861,0.006391751,0.00970927934536969,0.9092549909504973,0.011560287971151157,86
MCHP,910.4651162790698,0.023580534,0.013538330472477527,0.4820884569628696,0.02557955274121021,86
MCK,1177.0581395348838,0.007449001,0.025306668900930137,1.4032856904176192,0.015762267423013065,86
MCO,1233.1046511627908,0.007678463,0.015131826557815342,1.2143514843092746,0.01598166049079138,86
MDLZ,1328.4418604651162,0.0069785574,0.005894951326954635,0.6556111157173765,0.012321007804418128,86
MDT,887.8488372093024,0.0060093165,0.004159318109002933,0.5523140240623942,0.014109572031880837,86
MET,861.3604651162791,0.010536899,0.01121532274475389,0.8209785018892013,0.017054027757523682,86
